CID,SMILES
2248970,CN(C)C1=CC=C(C=C1)NC(=O)C(=O)NCCOC2=CC=CC=C2
3828146,CCCCN1C(=C(C(=O)NC1=O)C(=NCCCN2C=CN=C2)CC)O
6502644,C1=CC=C(C=C1)CNC2=C(C(=O)NC3=CC=CC=C32)C=O
3550183,CC1=CC=C(C=C1)C2=NN(C(=O)C=C2)CCC(=O)NCCOC
574220,CN(C)N1C(=O)CC(C1=O)N2CCCCC2
4555368,CCCC1(C(=O)N(C(=O)N1)CC(=O)NC2=C(C=CC(=C2)S(=O)(=O)N3CCOCC3)Cl)C4=CC=CC=C4
754776,CCC1=C(N=C2C(=CNN2C1=O)C3=CC=CC=C3)C
24686777,CN1C=CSC1=NC(=O)C2=CC(=C(C=C2)N(C)C)[N+](=O)[O-]
84003,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O.C(C(CO)(CO)N)O
1859522,CCOC1=CC=C(C=C1)CNC2=CC(=C(C=C2)N3CCOCC3)C(=O)O
3181032,CCCCN1C(=NN=C1SCC(=O)NC2=NOC(=C2)C)CC3=CC=CC=C3
6879861,COC1=CC(=C(C=C1)OC)/C=N/N2CCN(CC2)C3=CC=C(C=C3)Cl
20888249,CC(C(=O)O)N1C2=CC=CC=C2C(=N1)C3=CC=CC=C3
6498586,C1=CC(=CC=C1C(=O)NCCCNC(=O)C2=NC=CN=C2)Br
3159803,C1C(=O)NC2=CC=CC=C2N1C(=O)C3=CC=CC=C3Cl
2725930,COC1=CC=C(C=C1)NC(=O)C2=CC3=C(C(=CC=C3)OC)OC2
5274124,CN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CO
1473004,C1=CC=C2C(=C1)C=CC(=N2)C3=NC=CS3
3564285,CN(C)CCN1C(C(=C(C1=O)O)C(=O)C2=CC3=CC=CC=C3O2)C4=CC(=CC=C4)Br
16196364,CCOC(=O)C1=NC2=CC=CC=C2C(=C1C)C.Cl
940542,CC1=CC(=CC=C1)N2CCCN3C2=NC4=C3C(=O)NC(=O)N4C
2768916,CCOC(=O)NC1CC2=CC=CC=C2C1SC3=CC=CC=N3
135486411,C1CC(=C(C(=O)C1)N=NC2=C(C=C(C=C2Cl)C(F)(F)F)Cl)O
135845995,CC1=CC(=CC=C1)NCC(=O)N/N=C\C2=CC=CN2
3099239,CC1=CC2=C(C(=C1)Br)NC(=O)C23OCCO3
7411542,CN1CCN(CC1)CCCNC(=S)NC2=CC(=C(C=C2)F)Cl
9569684,C1=CC(=CC=C1C(=O)O)N/N=C/C2=CC=NC=C2
674991,CN1CCN(CC1)C(=O)CSC2=CC=C(C=C2)Cl
2486780,C1CCC(CC1)C(=O)NNC2=C3C=CC(=CC3=NC=C2)Cl
3645747,CC1CCCC(N1C(=O)COC(=O)CC2=CC=C(C=C2)Cl)C
5645022,CCCCC1=CC(=O)OC2=CC(=CC(=C12)O)C
135498060,CC1=C(C2=CC=CC=C2N1)/C=N/NC(=O)C3=NNC(=C3)C4=CC=CS4
23581819,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=S.O.Cl
2813439,C1CN(CCC1C(=O)O)C(=O)C2=CC(=CC3=C2OCOC3)F
4284457,CC(=O)NC1=NN=C(O1)C2=COCCO2
20899359,C1CN(CCN1C2=CC=C(C=C2)F)C(=O)C3=CC=C(O3)CS(=O)CC4=CC=C(C=C4)Cl
